videoId,video_title,video_description,title_word_count,title_exclamation_question_count,how_many_numbers_in_title,words_with_uppercase_in_title,description_word_count,number_of_hashtags_in_description,video_duration,category,day_of_week_uploaded,view_count,like_count,comment_count,channelId,channel_title,subscriberCount,channel_video_count,channel_view_count,days_since_upload
nJh6ooQe-3g,subscribe untuk motivasi 🔥 #workout #gym #motivation #shorts #shortvideo,,9,0,0,0,0,0,13,22,Friday,2369,16,0,UCPLXyDyqVLMaAjrDPgSW4WA,RM4,190,84,142484,131
MPb5-5pRWOY,معلومات دينية مهمه جدا.. 🕋🚶‍♂️,,5,0,0,0,0,0,9,22,Wednesday,15,2,0,UC5gjqO_OZm6dWZC3xza8Fcw,~RM4~,269,194,153056,1413
sabaL01R6Oo,Blueberry Faygo- Iil mosey fortnite Nintendo switch montage,https://www.youtube.com/watch?v=GZ06zfmFR4c clean version blueberry faygo,8,0,0,4,5,0,206,20,Sunday,200,10,,UCUVg65kYacC9tGaeCjz-Kgg,RM4,194,24,4085,2026
2kDBbFoQgnE,esto si es epico.  😁😁#apoyo #viralvideo #sigueme #síguemeytesigo,,8,0,0,0,0,0,41,20,Thursday,187,5,0,UCKbeR2G-0_ENyd8WPgetvMw,malverde rm4,928,434,355842,258
Y-MnJnEDJS4,RM4_Une vie-ailleurs_Jlem,,2,0,1,2,0,0,163,22,Friday,84,10,8,UCu4uSawCID-38_EMhA_XH7A,RM4 OFFICIEL,118,2,287,82
8fqetHEI_l4,Khatu Shyam Ji,,3,0,0,3,0,0,8,22,Thursday,1707,61,6,UC5aU-4BNgvtbxdfbID_4VCQ,@Shyam-x3b,953,139,294654,83
hone4igQW_k,Subscribe if you want to get monetized #viral #fyp #monitization,,10,0,0,1,0,0,9,20,Sunday,520,4,0,UCDIda07_FQmIee7mXvoMoSA, X3B AGENTHashbrown,442,155,180899,3
kU11xbcoeus,new style? (ignore the watermark 😭😭) #shorts #viral #viralvideo #fyp,cant upload properly 😭,10,1,0,0,4,0,20,24,Tuesday,466,6,4,UCRuUhVUBwk59JuzlknXYxrw,X3B,302,265,162448,148
Dq0K1ju0hNE,ANVİL ÇIKMAZI AKADEMİ SON GÜN  I PONTUS #5,#knightonline #asassins #bdw #upgrade #czfarm #knightonlinefarm #x3b #x3bkogunlukleri,8,0,1,7,8,8,6919,20,Monday,1445,48,3,UCcV02u6mNB4izY4aV-UERWg,X3B ,971,12,22211,51
2VL9IXf1qg4,"Sorry, I’m allergic to fake friends",,6,0,0,2,0,0,6,22,Sunday,783,25,9,UC7VC2e8MRZZYsjRIsuc-Wiw,Slay girl,153,77,52024,360
Gb2h1LBnp_A,BHABANIPUR|| MRJ Official Music Video 📸||New Song Video||,"BHABANIPUR|| MRJ Official Music Video 📸||New Song Video||

স্বাগতম তোমাদের 🎧 **MRJ Music**-এ!
আজকের গানটি আমাদের গ্রামের মাটি, ভালোবাসা আর অনুভূতির গল্প বলে ❤️🌾
প্রতিটি সুরে আছে হৃদয়ের ছোঁয়া, প্রতিটি কথায় আছে জীবনের রঙ 💫

👉 যদি গানটি তোমার ভালো লাগে, তাহলে **লাইক, কমেন্ট, শেয়ার** আর **সাবস্ক্রাইব** করতে ভুলো না 🔔
তোমাদের ভালোবাসাই আমাদের অনুপ্রেরণা 💖

🎤 **গানের নাম:** ভবানীপুর
🎶 **Singer / Composer:** MAHIM AI
🎬 **Video Direction:** MRG MUSIC 
📍 **Location:** Bhabanipur Village

**#MRJMusic #BanglaSong #VillageVibes #EmotionalMusic #NewSong**

---
Welcome to 🎵 **MRJ Music**!
This song is all about love, emotion, and the beauty of village life 🌾❤️
Every tune carries a story, and every beat comes straight from the heart 💫

👉 If you like this music, don’t forget to **Like, Comment, Share & Subscribe** to support our journey 🔔
Your love means everything to us 💖

🎤 **Song Title:** *Bhabanipur*
🎶 **Singer / Composer:** MAHIM AI
🎬 **Video Direction:** MRJ MUSIC 
📍 **Location:** Bhabanipur Village

**#MRJMusic #BanglaSong #EmotionalBeats #VillageLife #LoveSong**

---",8,0,0,8,165,10,224,10,Thursday,766,112,33,UC9dwApOlzUqnMgbOo-Rv_pA,MRJ MUSIC,109,1,763,13
CxODi7g1KIw,mrj vlogs  Here comes the 1st SPUD Man of Lahore! #food #foodie #automobile #shortvideo #shorts,,15,1,1,4,0,0,53,22,Wednesday,845,19,1,UCodD_zSNj2dV1dA_W-iW2hQ,MRJ VLOGS,440,53,30518,329
wVn-pHG65Yw,A memorable bike trip to GAJAPATI  /  Part-1  /  #biketrip #travelling,"A memorable bike trip to GAJAPATI  /  Part-1  /  #biketrip #travelling 


Hello everyone, 
Welcome to my channel 👉MRJ THE INFINITY .👑
This channel is all about travelling stories and vlogs .Since I'm a fresher, I need your support and love to grow.😊
And also follow me on Instagram.😍👇
My instagram account- @maharaj_chinmay

Disclaimer- 
This channel is only for vloging purpose.copyright disclaimer under section 107 of the copyright act 1976,allowance is made for “fair use"" for purposes such as criticism, comment,news reporting,teaching,scholarship and research.Fair use is a use permitted by copyright statute that might otherwise be infringing.Non-profit, educational or personal use tips the balance in favour of fair use. 

My request-
Please subscribe to my channel and click the bell icon for more fitness related videos.🙏😊 Do like, comment and subscribe .🥰 Just support me in this journey and make me blessed.
Love you all.❤✨",11,0,1,3,144,2,394,22,Monday,489,38,7,UCmjN9NAuL7hd1MgU6h10SnQ,MRJ THE INFINITY ,386,3,1904,373
kZA8jk3v8YM,When you order at the wrong place🤦,,7,0,0,1,0,0,23,24,Saturday,1287,,11,UCK86JrCUSPS2N9ym82EGz6Q,MrJ,232,71,194440,53
#NUME?,Intro of 2-in-1 laser cleaning marking machine software,"Welcome to our video introducing the innovative 2-in-1 laser cleaning marking machine software! This cutting-edge technology combines the power of laser cleaning and marking in one convenient system. In this video, we will demonstrate how this software works, its key features, and the benefits it can bring to your business. Whether you need to remove rust, paint, or other surface contaminants, or mark products with precision, this software has you covered. Stay tuned to learn more about how this software can revolutionize your cleaning and marking processes. Subscribe for more updates on this exciting technology! 
----------------------------------------
Chengdu MRJ-Laser Technology Co.,Ltd
Web: https://www.mrj-laserclean.com/
Add: Bldg 10, No.28, Xinchuang Rd, West Zone, High-tech Zone, Chengdu, China
Mob & WhatsApp: +86 18382288239
Email: kinsley@mrj-lasermark.com",8,0,2,1,121,0,55,28,Friday,169,0,0,UCYcCohsqXklG-BCFfbQZcVA,MRJ-Laser,716,411,274542,
um8Jwl5CjRY,मोबाईल जोहत रही 🤣 #comedy #funny #payalkumari #sunnymaurya #funnycomedy #shorts,,10,0,0,0,0,0,16,24,Thursday,626,27,9,UCYc47VV8NnBdS-EJqZEm8nA,Payal Kumari Mrj,154,170,72859,13
H6epXJH-lEY,UJI MENTAL,,2,0,0,2,0,0,27,22,Sunday,163,11,1,UCz5gbzeHN0tvO1JQBrmChEA,MRJ Official,142,26,9477,52
zsrt4fTsSPQ,@AmeenulMakatibMrj. Samne ho agar rue khairul bashar by Shabana& Shaziya 1,,11,0,1,4,0,0,374,22,Sunday,589,70,12,UCslCeSoiqFlq2HWjmDPrJRw,Ameenul Makatib Mrj,738,22,93353,626
HaVQKu2QSaw,"Making and clearing ""I'm Afraid I Can't Precision"" FL1-XCC-FGF",Broadcasted live on Twitch -- Watch live at https://www.twitch.tv/dragnhntr,9,0,1,7,9,0,16813,20,Thursday,2,0,0,UCIyYIKuLSobznijsuWpT24A,DragnHntr,279,136,92718,69
XlJ7fjpSS2U,Split Step #parkourvideos #parkourfreerunning #tricks #trainer #tutorial #training #parkour #sport,,10,0,0,2,0,0,34,22,Wednesday,448,8,0,UC1HGZ1aFDQzJC-9Hw-kq0-g,BigCat Vault UG (haftungsbeschränkt),352,54,76036,273
0GDXGDb5NkQ,HOSTEL The First Night || 4K || HD FULL VIDEO||JHARKHAND📍Hazaribagh  ||  Hostel Life Story ,"HOSTEL The First Night || 4K || HD FULL VIDEO||JHARKHAND📍Hazaribagh  ||  Hostel Life Story 


Cast Name 
Writers and producer - Pawan Kumar Saw 
Editor - Itesh Verma 
Camera management - Golu, Piyush, DJ

Pandit Ji - Pawan Kumar Gupta 


NH - Gyan , Rounak Singh, Ayush, Pappu Yadav 



@K10BOYZ  #highschool  #webseries #K10 premier
#Hostlethefirstnight
#HOSTEL The First Night 
#hazaribagh 
#hazaribaghwebseries
#jharkhand 
#webseriesnew 
#hostellife 
#highschool 
#college #collegelife #k10premier



Copyright Disclaimer: - Under section 107 of the copyright Act 1976, allowance is mad for FAIR USE for purpose such a as criticism, comment, news reporting, teaching, scholarship and research. Fair use is a use permitted by copyright statues that might otherwise be infringing. Non- Profit, educational or personal use tips the balance in favor of FAIR USE.",14,0,1,11,125,14,1413,24,Saturday,2151,,43,UCN-tLDrZyGL00cMAo6tTPyA,K10 Premier,209,5,5139,60
dliRwMCQ0ao,မေမေ့ အိမ်လက်ရာ ဝက်သား ချဉ်စော်ခါးသီး,#cooking #homemadecooking #food #homemadefood #myanmarfood #recipe #cookingfood #foodie #foryou,4,0,0,0,9,9,159,22,Wednesday,59,1,0,UCMPZZF_VGvA-kQ0-V9WZpQQ,Yummy by Rosy,811,86,140141,49
GU0A9cGfwGQ,dam hai to pua dekho comedy 🤣#comedy #funnyvideo #viralvideo,"dam hai to pua dekho comedy 🤣#comedy #funnyvideo #viralvideo

best comedy channel ID dnm star ⭐ subscribe please 

https://youtube.com/@Hasanjaha786?si=RzPw539Liki2vPOq

https://youtube.com/@DNMSTAR?si=fzVwIcakSWU84uef

https://youtube.com/@HISTORYKAFIRSTSTEP?si=MHxy6u24kVhq6xUD

https://www.instagram.com/azmat________.0?igsh=MXR2ajZxaDZrOXFodw==

https://www.instagram.com/its__zaman__99_?igsh=eXQ4cXNucHp3N296

https://www.instagram.com/auns_gaming999?igsh=MnlyZjZjbm8xZ2o0


#Comedy #FunnyVideo #ComedyShorts #Trending #ViralReels #DesiComedy #IndianComedy
comedy video, indian comedy, funny video, comedy shorts, viral comedy, 
cid comedy, desi comedy, comedy reels, trending comedy 2025CID कॉमेडी वीडियो – आजमत और मोहम्मद की धमाकेदार कॉमेडी 😂  
इस वीडियो में आपको मिलेंगे मजेदार डायलॉग, हंसी के ठहाके और गजब का मज़ा।#Comedy  
#FunnyVideo  
#ComedyShorts  
#IndianComedy  
#DesiComedy  
#FunnyReels  
#ViralComedy  
#TrendingComedy  
#Comedy2025  
#Shorts  
#Reels  
#LOL  
#MemeComedy  
#HasiMazak  
#Entertainment
comedy video  
funny video  
indian comedy  
desi comedy  
comedy shorts  
trending comedy  
viral comedy video  
hindi comedy  
funny moments  
comedy skit  
comedy reels  
funny shorts  
best comedy video  
comedy 2025",9,0,0,0,118,25,13,23,Thursday,66,11,1,UCX2X_IAD-avOg1UxF_qpxmw,DNM STAR,118,26,38580,
ijpk01kvBWY,Melukis Senja - Budi Doremi (Cover by Daniel Mahandika),"#MelukisSenja #Cover

Hallo teman, dikali ini aku menyanyikan lagu 'Melukis Senja' semoga kalian suka dan terhibur yaa;)

#StayAtHome #danielmahandika #d4nielm_

⭐Mixing & Mastering: https://www.instagram.com/dnmofficial_
⭐Original Song: https://youtu.be/qZIQAk-BUEc

================Follow==============

Follow my instagram
Singer: https://www.instagram.com/d4nielm_
             https://www.instagram.com/dnmofficial_

©DNM Official 
Daniel Mahandika",9,0,0,7,38,5,245,10,Thursday,1072,41,10,UCgCFyTndeUz6hR-BquPFYDw,DNM Official,591,4,2519,1784
8-xMG-HXy8E,"Again Liver Best Result, By- Hemant Kumar @TheWinnerofDNM ","*हमने लीवर की प्रॉब्लम पर काफी अच्छे रिजल्ट लिए हैं। और इसके अलावा हमने अलग अलग तरह की हेल्थ प्रॉब्लम पर रिजल्ट लिए हैं। आप अलग अलग प्रकार के रिजल्ट की वीडियो को देखने के लिए आपके अपने चैनल @The Winner of DNM को Like Share and Subscribe Jarur करें।*
Contact - 9115-9115-45",8,0,0,8,53,0,254,22,Wednesday,154,11,1,UCNaj5C5-HBfP-lPxs6UUOyQ,The Winner of DNM ,482,23,4758,98
tCl8jyWF2aA,ОФИГЕННО ВЫИГРАЛИ ДВЕ ПОТНЫЕ ДУЭЛИ И РЕВАНШ В РОКЕТ ЛИГЕ!? - НЕОКРОТ НАУЧИЛСЯ ИГРАТЬ!?,Всем приятного просмотра чуваки! Надеюсь вам понравится этот ролик!),14,4,0,13,9,0,906,20,Wednesday,122,13,8,UCFQGFxy4MRj4AIT2k1GvBVw,DNM skateboarding,757,156,93712,2919
0scyaerdUhM,Cuatro Islas in Leyte #travel #beach #philippines,Isa sa apat na isla ng cuatro isla sa leyte. #foryou #adventure #shortsfeed #viralvideo #dailyvlog,7,0,0,3,15,5,14,19,Wednesday,647,16,0,UCIyIUOtPVIWwQPsfXM0OTrg,DnM Adventure,437,64,87638,294
373dgdU_Quc,Hey Creative (Pt. 2) - The Journey Continues,"WELCOMING TALENT ACROSS THE GLOBE!!!

In Part 2 of the Hey, creative series, we dive deeper into the heart of the struggle: how to keep going when your passion feels heavy, when no one’s watching, and when the hocked in your head say “your not enough”. 

Don’t give up - your gift has a purpose. 




#Heycreative #CreativeMindset #creative #CreativeEncouragement #MotivationForArtists #KeepCreating #dontgiveup #InspirationForCreatives #CreativeJourney #purposedriven #faithandcreativity #Artiststruggles #youareenough #viralshorts #motivation #faith #explorepage #support",8,0,1,6,73,18,4606,10,Sunday,689,24,2,UCpsDmmNC-RJSLl24F_hzVcg,LIMITLESS D.N.M.🎶,720,43,131835,171
osPSbmjnx4U,#visa #greece,,2,0,0,0,0,0,18,22,Thursday,109,4,0,UC8czlwKQuX1FXuq9-tGU69Q,DNM HR CONSULTANTS,186,82,20332,153
#NUME?,MY DNM LIFE Zoom Meeting,,5,0,0,5,0,0,4174,24,Friday,21,2,0,UCo-esJ5Yy2xr1bMzaxegFhw,DNM SUPER 90's,257,360,9677,
aUP2jN2ltbU,Dj chris dnm dans on s'arrete sur malaika tv,,9,0,0,1,0,0,31,22,Tuesday,115,4,0,UCNnWzHx--YzQcYuyrnSRejg,DJ Chris Dnm Records,104,6,1546,1772
QkGhfyNF22k,Videos coming soon !,,4,1,0,1,0,0,8,22,Sunday,1293,20,0,UCJobDRC2w-iBKX2j15gmNDg,D.N.M.FAMILY,854,28,60596,1501
NK_t5C_o8qA,Dhire Dhire se meri jindgi me ana,#trending #annualdayperformance #indiandance #viralvideo #annualdayfunction #dance,7,0,0,2,6,6,141,24,Sunday,290,19,3,UCgfg_Wht8mEle8sTNwGBaBg,D.N.M. Educational Academy,591,96,120695,451
AQwfTcrJeCA,ದೈವ ಕೋಲ with  ತುಳು music,,5,0,0,0,0,0,23,22,Sunday,29,4,0,UCpc13959ZXa98goOFtTCogA,DNM CREATION,989,210,366993,486
YgMAmaX44dg,OMG! 🔥 (NEW BRAINROT LEAKED 👀) ☠️ #roblox #stealabrainrot #shorts #youtubeshorts,,11,1,0,4,0,0,10,22,Wednesday,10,0,0,UC5loIZgGKXgTYKHuUoHthKA,PRO DNM,537,153,233412,35
Uzdh2fX-x-8,The Mistakes,"Season 3 Episode 6 

This episode is about mistakes. How we all make them, how they are the biggest learning tools for us. And what emotions we feel when we make those mistakes.",2,0,0,2,33,0,765,22,Thursday,26,6,0,UCjliwzwFASOFw9FCa7EDP1g,DnM with Jasmine,149,41,4401,888
Kx7UYYbvZ6c,#aesthetic #bodybuilding #gym #gymmotivation #misterolympia #powerlifting #sport,,7,0,0,0,0,0,27,22,Wednesday,482,13,2,UCedo-I5s0JuvUx01nwBq3Cw,DNM,337,88,89486,721
pAuraA3_cNU,"""সুভাষিণী"": তাৎক্ষণিক বক্তৃতা প্রতিযোগিতা","গড়ফা ধীরেন্দ্রনাথ মেমোরিয়াল গার্লস হাই স্কুল (উঃ মাঃ)
কন্যাশ্রী ক্লাব আয়োজিত তাৎক্ষণিক বক্তৃতা প্রতিযোগিতার অনুষ্ঠান ""সুভাষিণী""।
23.11.2023",4,0,0,0,17,0,572,22,Wednesday,168,9,0,UCtsdQkA4vhHaQXnIq4lF-gQ,Garfa DNM Girls' High School (H.S.),379,54,14974,707
Vcdsl550tCA,🚰 Proyecto pozo de agua en Mali 🇲🇱,Podes ser parte. Para más información podes contactar al DNM a recepcion@dnmargentina.org o al whatsapp +54 9 11 27939630. O también podes escribir directamente a @lavozenelsahara,8,0,0,2,26,0,138,22,Thursday,482,5,0,UC98_fZf2tH4ri_5c7GSjWVg,DNM Argentina (Oficial),674,210,43258,139
azX17a_i0U4,Syukur,,1,0,0,1,0,0,575,27,Tuesday,133,17,0,UCAyu4eV8P1KrTHpEbXsMyZw,DnM TV,470,64,16952,547
3HCUcFDiHcg,Rohit Sharma Hitman 💥💥💝,,4,0,0,3,0,0,17,22,Thursday,748,52,0,UCC_owxcIARmyE57_EbOvfDA,LSK FOR EVER,427,100,87263,328
GYeBpSR19RM,Dadilo - Banlieusard 1 (Clip officiel),"Banlieusard maintenant disponible sur toutes les plateformes de téléchargement: https://distrokid.com/hyperfollow/dadilo/banlieusard-1

Clip réalisé par : Leclown 🤡

Prod : Prodtbeats

Rejoint moi ici : 
IG : / @dadilo.78
      / @lsk_dadilo
TikTok : / Dadilo.78
Snap : Daadii785",6,0,1,3,36,0,189,22,Wednesday,6190,204,11,UCcBPTcY8htZ3XEi4TCh54jQ,LSK & DADILO,812,8,133404,441
XkuhbuV3tpQ,Tromsø - Lillestrøm 2022,,4,0,4,2,0,0,617,17,Monday,876,17,0,UCehGMQARRMJOJa5RXw9cvdA,LSK ARKIV,413,319,209370,709
4cH-2aPUHRc,Распаковка и тест популярных товаров для художников с Wildberries и Ozon (#1),"Интересная двойная кисть от #Малевич, достойные гелевые ручки #sketchmarker, акварельные открытки #potentate, мультиколоры от #koh-i-noor, 
шиммерная китайская #акварель

#распаковка 
#обзор",12,0,1,3,20,7,1365,26,Saturday,7231,365,39,UC8DMnekjWA3pcQHq2lPywkw,LsK,626,13,32550,263
HM-hFvC05xM,Titus Ssematimba Ugandan midfielder,,4,0,0,3,0,0,432,22,Tuesday,107,1,0,UCQPj8l5fDUBJqyx_FG2FI6A,LSK Sports Academy,379,152,51667,204
LeqG3aNOpaA,CRF1100 Africa Twin Off-Road Dongle overview - LSK Motorcycle Electronics,"Demonstration of Dongle allowing to disable ABS, traction control and wheelie control with just one click.
https://www.lskelectronics.com/crf1100-offroad-dongle",10,0,4,8,17,0,177,28,Tuesday,5187,51,18,UC3I3UWwKLzMzyLYQgrYjNTg,LSK Motorcycle Electronics,394,26,104869,778
LY5EvgRm3kE,이상한 LSK 251101 벌써 11월 스파나 하자~ 스파 18년차 LSK 스파2대시 (SF2CE) 스트리밍,"이상한 LSK  -20251101 벌써 11월 스파나 하자~~~~   스파 18년차  just do it ~~~!!!!!!  스파 18년차 SUPER LSK  ~~   스파2대시 (SF2CE)  실시간 스트리밍

#우주 최강 #천상천하 #세계최고# 
#지구 최고 웃긴 1등 수퍼 LSK 나야나~# 
2등 스파 lee스파 
# 의식의 흐름 3등 #
#초대박 승부4 #
#산만함 5등#
#대박#초대박 게임 스파2대쉬# 
 #비행기게임 # 도돈파치#스노우 브루스#보글보글#
#장기  #독서 # 운동 #재미난 이야기 #넌센스 # 달리기 #실시간  # 라이브 #테트리스 #고전게임  #스파2   #스트리트파이터2챔피언에디션 #streetfighter2champion #스파2대쉬 #sf2ce #QQARC #정인오락실 #LSK #streetfighter #웨쨘 # 큐큐arc",13,0,12,3,79,41,6287,20,Sunday,81,8,0,UC2MkvzWeabhc7ySx58u6Zag,이상한 LSK,386,290,228452,17
6kdM-WOmfSI,#cristiano #football #ronaldo #dribbling#viral #music,,5,0,0,0,0,0,31,22,Wednesday,682,19,0,UCZvrKzbK1UrjVfoFfc35uug,Lsk football ,717,57,98453,112
MeHxSi9Wpfo,小一午膳支援計劃啟動🍱,"由十月開始，我哋小一同學就要喺學校食午餐啦！為咗等佢哋可以更安心咁適應，我哋由 10月2日（四）至10月16日（四），特別推行「午膳支援計劃」💖

✅ 「午膳爸媽」入班協助
每日都會有1-2位充滿愛心嘅義工家長，去到我哋一年級各班課室，與每班兩位小一班主任一起協助同學們順利進行午膳。

✅ 老師樓層巡視支援
除咗班入面有幫手，我哋仲安排咗非班主任老師，喺12:15-12:30嘅午膳時段，喺一樓樓層巡視，隨時提供支援！

希望喺咁周全嘅安排同滿滿嘅關懷下，每一位小一新生都能享受愉快嘅午餐時光！😊

#小一適應 #午膳爸媽 #家校合作 #開學",1,0,0,0,13,4,37,20,Wednesday,182,6,,UCEG-ymIuuEkQnaAge9Rp1uA,LSK Studio - 香港青年協會李兆基小學,851,290,185421,42
TjP8F_kV8fQ,💖,,1,0,0,0,0,0,20,22,Thursday,201,11,0,UCHIJ7l6fjhdsN9kQn34NFjQ,LSK 💞 Shorts,222,81,21179,384
yl9IOxlrnbM,15-Nov-25,,3,0,6,1,0,0,54,22,Saturday,23,3,0,UCK2OgAbyggwPkhqFPMEAYEA,J BEATS LSK,378,10,8361,4
-4T4Jhllbgw,Baby Yow,"Provided to YouTube by LSK

Baby Yow · Lsk

Baby Yow

℗ 2025 LSK

Released on: 2025-07-23

Art Director: Lsk
Music Publisher: Copyright Control
Composer: Papa THIAM
Author: Abdou Latif Seck

Auto-generated by YouTube.",2,0,0,2,34,0,172,10,Tuesday,215,2,0,UCAmzUhPFWoZgK5dunw9ye9A,LSK - Topic,125,6,3305,120
pnsMOuRt0Eo,BALABALA by LUSCHKA (Clip officiel),,5,0,0,3,0,0,235,22,Saturday,2840,207,39,UCKVzVQ2az97JAG01FLnAoOw,Luschka Lsk,310,11,9708,1334
VsdFKBVUn_Y,Goidodi V/S P G Burjapara,"#football

#footballhumor

#footballhighlights

#footballjokes

#footballshorts

#footballshorts

#footballskills

#footballplayer

#footballgame",5,0,0,5,9,9,256,22,Friday,830,14,5,UCdOSxnG-cQ8eWPwuEe81ohQ,LSK YOUTUBERS ,280,38,55914,40
TCcrHZkK63c,Opti Booster Cpu & Disk,https://discord.gg/lskfivem,5,0,0,4,1,0,42,24,Tuesday,1228,6,2,UCAoJDqEPwsVbgE5ExL0LJrA,L S K,393,20,91072,652
dQ3IvY8zLPg,13 LsK   Нереален живот (2010),"Абонирай се / Subscribe:  https://www.youtube.com/channel/UCowkzct17vWEYwJNGATTopA? и цъкни на камбанката (notification) .
Абонирайте се за канала ми и харесайте страницата ми във Facebook ,за да можете да следите всичко свързано с мен ... 
Благодаря Ви !

https://www.facebook.com/Ls%D0%9A-552187974826917
АБОНИРАЙТЕ СЕ, СПОДЕЛЯЙТЕ, ХАРЕСВАЙТЕ И КОМЕНТИРАЙТЕ.
Mix/Master: Ангел Димитров (LsK)
Музика:LsK
Звукозапис: Myrecords
Аранжимент :(LsK)
ВидеоМонтаж: (LsK)
Текст:(LsK)",5,0,6,2,54,0,222,10,Monday,141,9,0,UCowkzct17vWEYwJNGATTopA,LsK Official,390,129,101341,702
C9awS2qVZqM,EKILA - EN VÉRITÉ,,4,0,0,3,0,0,186,22,Sunday,63,2,1,UCOhle-3-7zILO3MMFp9-5fQ,EKILA LSK,244,33,22464,1221
tmVJgX81gPE,Wolsburg - Leblebi Spor I Bundesliga 1. Hafta,,8,0,1,6,0,0,1203,20,Wednesday,36,1,0,UC3tEmzdR1fHfFTH-FPKdJpw,LSK TV,237,93,9107,588
xwc8gYx6UL8,Lenow - Ti détails,"Artiste: Lenow
Titre: Ti détails

Rec & Mix: EMG Studio 
℗ & © Empire Music Group",4,0,0,2,16,0,154,10,Saturday,194,15,1,UCWd_Tcoxk7otyxfqiih2k5Q,EMG_ LSK,269,38,35603,501
xZ6GouBevlo,￼ ‼️sigo fumando‼️Para que le espere mañana a las 420 mi raza pura lsk213🩸🔥￼ ￼,,15,0,6,1,0,0,46,22,Sunday,294,15,1,UCd8qWHdcb9dXubmead8NFKg,Lsk 213,216,14,13268,227
vyT_FAO-LvA,Kotoul - Gymnastika Pro Fotbal,"Toto video bylo vytvořeno pro potřeby bakalářské práce v rámci studia tělesné výchovy a sportu na Pedagogické fakultě ZČU v Plzni ve spolupráci s fotbalovým klubem FC Viktoria Plzeň. Materiály objevující se na videu by měly sloužit fotbalovým trenérům a učitelům tělesné výchovy. Jedná se o soubor cviků základních gymnastických cvičebních tvarů a prvků motoricko-funkční přípravy, které jsou vhodné pro všestranný rozvoj mladého fotbalisty. Snažíme se o narušení rané specializace formou gymnastických a atletických tréninků, které mají za úkol podpořit všestrannou pohybovou přípravu sportovce a celkově tak zkvalitnit tréninkový proces mládeže.

Vytvořil: Václav Krušina
Vedoucí práce: Mgr. Petra Špottová, Ph.D.",5,0,0,4,100,0,154,22,Tuesday,613,5,,UCYYTxqd6NZ3_B0Sx40FveHQ,Gymnastika Pro Fotbal,116,27,26392,2038
0QTbhgxcqS8,AI Creative Video - An AI Overview of Diploma Teknologi Akuakultur  [eDOLA 2024],"Video AI Creative Video ini diterbitkan oleh Unit Pembangunan Instruksional dan Multimedia (UIDM), Politeknik Jeli Kelantan (PJK) dengan kerjasama Jawatankuasa Pelaksana E-Pembelajaran Politeknik Jeli Kelantan, untuk  eDOLA 2024

#politeknikjelikelantan",13,0,4,10,29,1,79,22,Tuesday,267,10,0,UCGaisnTI6NH-v8veowNzhmg,ShouT! TVET | Politeknik Jeli,331,44,18045,477
08cd7nFcC4g,"Модул спорт 3 - Бягане, скачане, хвърляне","Здравейте! Това са упражнения по часовете Физическо възпитание и спорт, Лечебна физкултура и Модул спорт/Лека атлетика. Предназначени са за деца от Център за специална образователна подкрепа. Упражненията са леки, приятни и подбрани за да има възможност да се изпълняват в домашна обстановка без каквато и да е необходима материална база.",7,0,1,2,50,0,650,22,Monday,963,12,0,UCLqVboB2_VNNm0e0SIKhDzQ,Влади Иванов,840,27,178679,2011
H62lrdA5QP0,"[PJK Events] Sesi Verifikasi Centre of Agri-Aqua Technology (CAAT), 19 Februari 2025","Video sekitar sesi verifikasi Centre of Agri-Aqua Technology (CAAT) Politeknik Jeli Kelantan bagi tujuan penarafan 1 Star Rating, yang bertempat di ULPL, Politeknik Jeli Kelantan.

Video terbitan UIDM dengan kerjasama CAAT.
19 Februari 2025",12,0,6,9,34,0,53,22,Wednesday,72,2,0,UCdqhr5tNv9mGrErjqYb3CaA,Politeknik Jeli (Official Channel),310,52,47563,273
EKBo2R22e7Y,Variante de alergare 2,,4,0,1,1,0,0,366,22,Monday,1282,37,0,UC9cdP7j2un8XknolsFrxd5Q,Barbieru Petrica,180,10,35609,1822
aVn1N9P0iD0,Tripreport | LOT | Poznań - Warszawa (Warsaw) | 7.06.2023 | Embraer E175,"W tym Tripreport przetestuję Polskie Linie Lotnicze LOT na trasie krajowej z Poznania do Warszawy. Zapraszam do oglądania.
In this Tripreport I test LOT Polish Airlines on domestic flight from Poznań to Warsaw. Enjoy!


Parę informacji/Few information:
Linia/Airline: LOT.
Sojusz/Alliance: Star Alliance.
Klasa/Class: Ekonomiczna/Economy.
Trasa/Route: Poznań - Warszawa (Warsaw)
Typ samolotu/Aircraft: Embraer E175",13,0,10,7,53,0,831,19,Thursday,243,11,0,UCtC_4qxUwlzsGtog_Aq2l2w,PJK Travels,514,96,169409,741
HBiZgYN7knI,PE Lesson Monday 30th March #SchoolGames,"Monday's Primary School PE Lesson features School Games Personal Challenges #SchoolGames

As part of the School Games' mission to help more young people with the opportunity to compete and acheive their Personal Best, there is a focus on including competition against oneself and others to improve personal performances, with a focus on the process rather than the outcome #SGChallenge

TB SPORT | an education and sports partnership",6,0,2,5,67,2,1317,27,Monday,216,1,0,UCXK6cbrSy15pJF644rr2w2A,PE at Home - TB SPORT,851,44,111520,2060
